recency,frequency,monetary_value
178,19,264.61999999999995
16,155,1528.0900000000001
247,12,123.10000000000001
190,40,334.23
19,143,639.8900000000001
154,60,167.5
172,25,336.03000000000003
373,11,369.50000000000006
372,21,127.08000000000001
194,12,207.14999999999998
67,21,426.63000000000005
4,115,2495.8700000000003
21,74,1107.4600000000003
239,12,416.86
64,7,145.35
112,18,404.58
89,76,6115.009999999999
311,1,35.8
133,14,337.43999999999994
276,6,325.1
365,2,181.0
82,29,1708.24
8,60,955.2400000000001
16,19,364.72
31,98,1765.51
8,41,708.22
33,91,806.5699999999999
15,98,1659.3799999999999
24,183,4416.26
31,42,428.89000000000004
74,7,104.35
19,28,470.76000000000005
17,122,845.64
23,84,418.83
2,20,666.0999999999999
303,11,314.1
17,35,4199.85
366,4,307.82
39,176,3442.15
84,24,371.01
165,98,430.94
17,65,1054.73
77,49,1098.78
88,43,2398.8599999999997
24,97,3408.48
22,113,1475.02
2,270,2837.67
123,37,1142.4199999999998
30,14,168.11999999999998
12,140,1451.28
19,27,158.03
44,52,792.1100000000001
3,3,41.989999999999995
8,552,2797.57
54,35,427.07000000000005
88,130,1060.68
36,506,3089.97
2,9,12393.699999999999
29,103,2735.37
12,218,615.3900000000001
211,8,101.4
47,385,1701.94
23,33,478.78000000000003
22,90,992.7100000000002
245,86,407.50000000000006
8,212,3362.7099999999996
35,94,1415.29
3,139,37130.600000000006
37,145,662.3800000000001
3,182,705.39
3,235,1508.7600000000002
47,32,211.88
39,28,408.90000000000003
46,160,3786.24
16,46,851.01
260,76,628.2800000000002
46,101,719.81
12,64,251.24
29,28,439.65999999999997
43,32,236.09
91,16,934.6199999999999
38,242,81024.84
309,29,331.24
92,100,548.94
5,1137,8816.4
196,22,437.69999999999993
87,55,758.9199999999998
269,39,855.0200000000001
7,26,471.78
65,65,1313.5500000000002
30,6,3166.4
22,71,1197.2700000000002
37,39,773.99
119,83,1340.7
373,8,256.44000000000005
40,312,1111.79
173,10,137.89999999999998
54,34,362.05999999999995
32,84,1511.9500000000003
145,70,783.9000000000001
220,8,134.8
45,68,664.85
16,121,2263.12
65,180,1459.8600000000001
9,64,1153.62
260,23,335.32000000000005
365,74,372.09
16,102,1521.8700000000003
22,33,852.15
44,21,326.24
288,23,584.32
297,1,122.39999999999999
3,129,2234.73
283,1,79.2
16,21,1352.0000000000002
81,10,217.16000000000003
56,227,2806.8999999999996
100,31,1317.62
299,38,436.18
23,167,981.51
59,39,1121.3899999999999
154,18,315.06
114,51,817.86
106,1,17.0
11,63,1078.2299999999998
264,12,320.62
240,10,185.05
87,67,2005.63
50,39,731.8999999999997
70,76,1290.6999999999998
42,57,1842.14
7,48,1429.6399999999999
61,29,302.36
248,13,336.96
65,6,108.38
17,31,3204.16
84,48,842.5
218,18,611.8800000000001
45,354,1337.48
143,16,195.74
183,30,161.38
170,8,135.75000000000003
9,284,1667.97
211,34,612.7800000000001
189,30,232.21
8,16,423.36
59,30,1309.14
57,212,867.1099999999999
73,38,684.42
51,16,307.78000000000003
317,11,249.0
367,13,289.35
29,117,6287.77
39,40,656.25
17,89,1880.2199999999998
51,78,3506.540000000001
3,339,14589.039999999999
21,35,618.09
262,21,517.5500000000001
59,37,709.3800000000002
18,31,635.4100000000001
65,35,725.1800000000001
88,30,620.4
249,37,535.3399999999999
3,117,2424.94
246,1,175.2
8,224,3799.4900000000002
157,29,734.1299999999999
133,22,374.99999999999994
296,1,76.32000000000001
4,18,280.52000000000004
42,117,2053.02
268,29,1829.0399999999997
49,89,1824.23
8,130,3122.04
15,18,656.6899999999999
281,14,348.2000000000001
65,20,1025.44
1,474,5575.5599999999995
252,2,37.4
232,6,856.6000000000001
17,34,822.48
10,98,3787.6000000000004
8,85,1822.9700000000003
50,125,1885.0500000000004
59,3,73.2
95,69,1140.2100000000003
15,84,1418.32
126,23,1009.55
94,58,1037.5900000000001
50,15,331.95
138,8,197.9
60,11,215.83
100,162,10254.18
73,11,305.5400000000001
72,28,6617.65
67,15,338.7100000000001
64,45,1158.79
16,31,529.4100000000001
22,218,4006.9400000000005
31,295,6911.4400000000005
44,67,981.8599999999999
15,11,215.47999999999996
40,6,215.08
2,134,5180.52
236,19,314.45000000000005
75,15,400.681
4,179,1080.62
3,111,1863.4700000000003
360,18,365.27
58,35,592.9
23,57,405.71
30,98,761.38
54,63,537.0600000000001
25,19,394.38
44,66,664.26
88,46,2262.6199999999994
1,123,21086.300000000003
88,23,547.0200000000001
19,41,690.3399999999999
78,6,159.0
170,44,1062.75
80,14,242.35000000000002
267,37,914.9299999999998
235,15,304.25000000000006
29,84,3084.68
36,97,864.86
318,137,846.72
57,96,1295.3
44,134,1096.3200000000002
203,8,255.12
225,6,314.22
87,47,1010.5999999999998
189,35,542.03
43,37,990.8799999999999
71,22,536.68
40,46,867.3099999999998
78,20,432.19999999999993
56,19,414.2
24,135,3718.8
9,662,2607.8700000000003
8,294,3603.21
33,51,409.1
211,91,1522.75
23,90,1413.66
170,16,114.56
61,7,152.94
52,69,1800.0700000000002
261,24,389.44
66,123,3683.8599999999997
16,270,2619.91
266,13,752.4300000000002
176,2,46.95
45,135,5203.510000000001
50,18,1035.45
17,124,746.83
9,258,5447.0
73,61,861.8899999999999
71,45,667.6500000000001
353,54,1141.2399999999996
2,133,1429.2400000000002
116,25,411.7
373,67,357.94999999999993
196,33,559.87
176,6,810.6000000000001
100,23,566.38
21,107,1509.5800000000002
72,17,2062.0600000000004
339,11,168.3
5,166,1570.81
31,109,823.97
169,8,142.5
121,17,302.25
21,118,2248.99
9,79,1328.5500000000004
268,20,301.90000000000003
22,27,598.1999999999999
126,11,233.22
25,162,5360.630000000001
138,22,361.21999999999986
213,41,632.27
37,4,2560.0
106,42,706.57
17,37,616.26
3,16,274.15000000000003
330,14,226.37
64,151,2938.91
119,69,1341.65
35,19,328.15
217,3,404.40000000000003
172,56,1038.46
72,12,373.65
1,37,326.74999999999994
196,1,207.50000000000003
128,118,428.67999999999995
46,18,594.24
5,319,3110.96
14,319,3844.2200000000003
17,39,251.91
28,153,1593.2
7,45,26626.8
36,10,151.05
157,11,214.8
284,20,109.95000000000002
107,153,549.07
24,77,1971.87
75,15,322.41
16,47,370.47999999999996
158,2,101.10000000000001
44,38,575.4100000000001
11,92,887.6500000000001
32,235,1469.45
290,9,53.5
21,57,1116.47
332,8,153.9
17,28,494.44
3,94,6675.710000000001
63,39,395.8
197,31,211.77
33,34,658.88
1,109,2027.5
7,66,1750.9200000000003
4,662,3512.53
9,106,896.6600000000001
32,81,734.77
53,5,109.36000000000001
11,53,707.0399999999998
17,51,1540.42
18,18,327.3
37,130,804.49
2,76,497.42999999999995
18,118,1553.66
82,228,1320.56
33,97,367.92999999999995
66,111,473.03
8,125,987.01
267,5,676.2
247,23,362.9500000000001
4,108,2157.4000000000005
61,32,1780.59
74,102,668.3599999999998
89,33,584.5
60,59,555.89
28,88,317.2
322,4,94.36
53,34,1382.0699999999997
269,45,221.18999999999997
2,330,3046.21
56,83,1555.3400000000001
60,210,1486.9
154,82,1705.8
19,73,408.57
94,29,303.93
1,186,4098.32
264,60,299.6
312,10,177.5
70,23,443.05000000000007
302,5,167.25
18,63,163.07
12,172,2126.9300000000003
36,232,2028.88
19,45,214.64999999999998
53,35,151.83
56,31,262.2
21,7,126.25
44,54,210.34999999999997
26,71,1051.4
44,102,675.2700000000002
112,51,972.23
17,369,34684.4
24,18,346.12
191,5,133.56
302,21,302.69999999999993
2,372,1908.25
263,9,241.06
106,2,284.55
57,6,300.85
213,83,642.8100000000001
64,8,287.4
28,17,184.26
29,109,1522.2500000000002
5,132,798.35
7,282,3640.6699999999996
67,24,381.2
1,174,616.79
46,84,654.6700000000001
33,63,230.51000000000002
0,3,168472.5
135,36,259.01
198,20,188.89000000000001
197,40,707.69
149,11,311.92
87,14,266.97
44,2,6.9
63,99,1841.18
99,111,2158.3700000000003
218,9,208.35999999999999
2,202,3482.7400000000007
28,135,814.72
177,33,151.41999999999996
73,3,136.0
21,82,1422.4
19,236,1314.68
33,148,1603.46
74,2,74.9
23,182,650.4300000000001
51,170,762.3900000000001
274,13,223.95
164,18,316.11
7,360,1871.5
88,28,544.3
63,146,2494.46
25,17,331.0
10,35,300.83
75,53,769.29
15,18,220.62
192,19,139.35
173,25,404.30000000000007
77,42,363.65
33,29,498.79999999999995
46,39,731.5
79,56,1351.63
296,50,826.5299999999999
3,97,684.41
8,95,1599.52
49,136,2965.69
161,15,100.97000000000001
360,19,365.45000000000005
4,11,400.86
106,84,1431.9299999999998
25,86,484.38
31,4,777.6
19,3,90.30000000000001
296,13,363.70000000000005
372,13,248.10000000000002
21,169,950.26
4,35,874.5899999999999
52,113,1627.13
30,6,101.7
277,17,162.70000000000005
61,40,484.32000000000005
25,13,215.08
186,156,1046.57
1,290,9418.470000000001
2,183,13027.45
171,15,290.35999999999996
81,14,228.06000000000003
3,17,244.41000000000003
190,30,455.25
22,77,1244.59
17,4,6748.8
19,177,1095.5600000000002
5,31,593.75
110,55,548.97
2,45,1388.81
53,5,119.62
164,3,339.3
290,25,787.15
10,981,4154.639999999999
108,251,2298.97
95,32,922.12
242,17,379.73
163,84,5719.82
42,52,837.0999999999999
35,17,285.89
66,207,3313.79
24,11,281.84999999999997
0,460,8338.490000000002
26,57,841.4100000000001
5,31,511.12
53,19,1077.74
364,3,173.7
15,18,614.6600000000001
194,35,865.6
3,5,124.2
15,126,3738.4
26,87,1421.69
127,57,1009.6
84,42,663.61
71,28,451.43999999999994
182,9,105.84
113,6,313.61999999999995
373,14,233.45000000000002
80,28,936.0799999999998
248,8,463.95
232,13,225.14999999999995
71,33,459.24
68,10,213.5
4,216,4113.68
50,27,330.03000000000003
75,53,181.09
61,85,360.15999999999997
15,12,250.14999999999998
4,7,90.04000000000002
285,10,145.05
4,62,813.5199999999999
40,31,244.79999999999995
36,29,528.0799999999999
74,34,482.47
17,172,3347.71
15,276,5493.46
219,6,75.66
186,10,129.49
32,66,1187.6599999999999
70,30,618.5900000000001
182,26,506.19
15,33,500.42
235,5,151.85000000000002
31,96,2647.5899999999997
263,14,226.21
3,9,178.96
51,29,813.4800000000001
245,5,129.45
80,48,810.5699999999999
274,23,333.08
0,179,4413.1
79,20,322.80000000000007
29,117,2188.05
73,64,417.73
17,152,2883.1000000000004
222,9,217.9
32,69,1154.4700000000003
22,94,1680.72
31,50,1257.51
105,12,231.10000000000002
4,34,688.33
245,27,487.51
177,62,833.78
169,14,214.06
42,19,290.65999999999997
71,24,518.4200000000001
58,118,6773.97
16,69,1212.6600000000003
141,29,601.2699999999999
17,261,3794.52
22,73,8625.800000000001
9,208,933.6199999999999
368,8,123.24
189,2,39.12
16,16,1267.6499999999999
362,9,135.39999999999998
19,32,118.97999999999999
68,53,570.13
15,20,306.71999999999997
23,160,1374.87
16,252,4095.9
28,6,1692.27
2,114,8134.94
54,98,319.60999999999996
33,89,1592.12
2,163,3109.99
366,3,129.75
43,10,183.7
72,44,1770.3400000000001
4,30,1027.9999999999998
4,277,66653.56
61,62,324.24
47,585,3062.83
1,62,1260.86
75,13,422.59999999999997
72,12,225.57999999999996
256,3,1276.0
68,60,482.01
135,10,657.9000000000001
241,21,112.75000000000001
226,5,1998.0
8,308,5076.550000000001
8,144,5398.299999999999
0,270,14034.990000000002
37,123,531.3499999999999
45,27,656.6300000000001
84,79,3029.8700000000003
19,402,2483.04
3,22,1651.03
9,447,3645.4300000000003
18,624,6923.13
218,93,1161.53
78,19,301.71999999999997
266,2,901.2
23,199,3858.38
369,45,623.7500000000001
14,201,1790.42
26,27,155.24
262,37,292.46999999999997
17,225,4730.8099999999995
91,43,589.1499999999999
302,151,781.02
26,185,1382.02
364,46,272.81999999999994
46,269,1054.67
38,660,7239.92
52,82,743.11
31,28,603.7499999999999
52,53,650.51
78,125,2300.56
53,1,417.59999999999997
297,1,3.75
176,13,323.00000000000006
46,1,464.9
29,191,2238.09
11,242,1304.76
86,357,7194.3
4,449,6697.66
37,42,836.06
17,69,1515.8999999999999
44,95,623.9300000000001
30,25,1764.7199999999998
372,9,207.5
58,34,223.92
372,2,2002.4
114,170,1496.83
214,13,239.40000000000003
318,7,106.83
65,22,369.34000000000003
7,42,789.79
96,13,316.62
19,89,1501.3799999999999
198,23,611.8500000000001
3,706,2799.25
294,1,34.0
273,34,1145.5999999999997
30,222,5580.599999999999
47,54,478.0899999999999
260,40,380.39
57,145,770.1
33,255,2246.8100000000004
57,26,171.59
67,48,661.52
10,158,1695.6599999999999
60,76,388.2800000000001
80,50,226.35000000000002
74,16,245.94
2,333,10629.720000000001
100,60,425.19
372,17,311.25
10,190,2279.9
19,3,107.6
123,155,597.4799999999999
8,5,80.8
3,93,1545.6200000000001
29,320,1721.7799999999997
282,12,110.38000000000001
57,16,243.84
1,285,1222.7099999999998
365,66,414.87999999999994
89,18,305.61999999999995
11,164,1201.4899999999998
163,76,1619.73
65,24,332.3
23,60,536.99
173,98,460.5899999999999
103,103,801.4900000000001
142,67,1121.59
99,23,288.42
23,149,914.69
192,15,309.53999999999996
4,28,547.0699999999999
360,15,479.3500000000001
8,449,1692.98
14,324,6509.1
103,28,417.06000000000006
2,86,1604.75
10,189,3349.5699999999997
95,26,497.61
227,38,358.37999999999994
15,26,460.64
38,28,775.1800000000001
51,22,341.70000000000005
93,8,128.5
156,11,197.22
38,23,325.90999999999997
184,12,199.15
1,47,1106.53
227,24,413.46000000000004
128,10,180.85000000000002
39,11,251.87
31,165,3170.9799999999996
197,25,588.85
8,266,16594.35
36,116,1869.82
100,63,1264.19
42,378,10196.570000000002
50,11,214.32000000000002
43,12,193.44
52,14,281.42
186,8,124.57
333,19,332.41
4,20,342.45000000000005
10,9,144.91
23,19,328.40000000000003
14,2,35.400000000000006
368,10,375.69000000000005
144,52,747.8100000000001
59,6,173.76
31,26,502.8
140,11,207.73999999999998
22,128,825.4200000000001
22,137,2812.34
77,7,680.02
4,279,7123.620000000001
67,112,2095.53
12,159,853.7199999999999
84,3,13.3
30,178,1519.0800000000002
66,1,432.0
66,39,705.12
187,38,276.72999999999996
37,26,429.84000000000003
15,101,471.51
35,37,194.88000000000002
194,135,1578.67
1,203,809.7
1,99,525.5400000000001
366,45,145.93
64,69,219.14000000000001
299,37,289.78
26,162,508.81
7,125,1281.56
16,79,887.11
116,44,1706.88
29,60,373.24
4,710,3754.27
5,208,3102.4300000000003
81,93,579.7700000000003
29,151,981.65
72,18,379.14
4,547,1510.06
28,101,2575.38
290,8,113.44
36,38,208.45999999999995
9,57,621.6800000000001
23,143,576.2600000000001
276,9,391.52000000000004
49,128,1068.8200000000002
156,327,2596.4500000000003
61,60,169.79000000000002
12,672,7247.610000000001
21,83,846.75
371,14,230.25000000000003
115,6,543.0500000000001
80,209,2847.6
3,77,1295.3899999999999
26,54,380.54999999999995
5,898,4604.219999999999
53,53,161.93999999999997
1,44,563.23
54,62,950.9300000000001
25,57,262.68
8,241,2736.38
52,305,3049.88
12,281,1920.59
211,33,816.7299999999999
21,249,4345.5
235,21,406.48
138,19,435.02000000000004
3,60,1286.2700000000002
56,42,1178.56
134,86,1277.7500000000002
109,16,167.60999999999999
30,1,20.8
0,54,2085.08
184,25,518.67
17,16,308.74
239,16,416.64
87,7,117.35000000000001
38,101,507.05
116,14,234.17000000000002
187,7,110.55000000000001
226,26,201.18999999999994
8,28,2154.9700000000003
189,21,319.02
4,31,439.43
39,42,650.4100000000001
38,41,357.21
267,2,251.51999999999998
77,39,344.3299999999999
3,89,1852.0
255,87,1078.9600000000003
60,22,384.06
12,148,1931.25
88,407,4481.35
17,120,5464.119999999999
29,3,1873.2
3,129,1625.0500000000002
5,7,126.12
7,12,1133.25
218,1,179.0
10,93,1614.3099999999997
30,37,1456.9600000000003
288,12,702.0
149,4,295.0
23,23,484.82
0,169,3989.5699999999997
85,49,1493.7300000000002
46,44,1412.9400000000003
4,44,781.78
50,52,889.9299999999998
18,11,195.36
30,15,270.9
8,74,586.3299999999999
28,217,1842.56
2,252,8694.26
40,16,920.1
11,234,1272.6100000000001
31,7,71.0
45,3,95.85
60,9,357.77
185,4,154.82999999999998
78,153,890.2900000000001
110,2,716.0
63,11,146.87000000000003
11,22,380.35
86,28,1030.14
16,30,745.5200000000001
245,28,433.53
87,75,1267.32
30,22,112.40000000000002
137,15,449.72999999999996
26,70,1081.57
2,98,1044.38
32,102,1735.18
25,6,948.48
113,22,339.43999999999994
157,22,642.0199999999999
85,65,1100.8999999999999
117,43,925.35
2,318,5659.98
96,316,3228.8399999999997
194,43,247.14
28,92,413.74999999999994
130,13,498.47999999999996
28,83,1356.3300000000002
81,62,1179.8899999999999
29,516,3095.04
266,5,234.24
73,99,5232.23
313,70,538.37
21,78,1461.14
58,62,859.35
12,296,4552.139999999999
28,143,2709.7
114,64,312.14
28,140,2429.03
17,174,1446.0900000000001
17,77,834.1199999999999
36,25,841.0799999999999
36,28,378.20000000000005
78,2,118.80000000000001
22,8,287.62
25,64,290.15999999999997
33,81,2003.85
109,52,1405.78
35,162,2949.75
123,187,1566.65
7,96,2050.08
28,115,1991.0100000000002
4,63,2043.9500000000003
2,195,3827.7600000000007
50,125,1777.7800000000002
322,14,301.99999999999994
22,74,1324.1599999999999
15,48,1022.1299999999999
2,211,954.42
18,65,971.74
10,42,1621.73
261,1,25.5
159,90,665.7799999999999
33,418,10815.43
29,117,885.0400000000001
165,12,163.3
47,30,248.60999999999996
5,127,808.62
8,39,837.4999999999997
288,9,116.19999999999999
317,10,157.02
3,35,606.91
233,18,307.46000000000004
119,7,138.32
161,9,345.29999999999995
185,32,298.89
50,40,259.35
152,260,1004.75
334,14,157.08999999999997
5,134,2463.17
15,27,4892.240000000001
106,24,425.0
16,52,1139.73
275,24,380.5
15,478,10668.470000000001
247,20,465.32
239,15,578.9999999999999
1,48,984.5699999999999
105,35,749.78
22,81,1714.59
51,9,124.88
194,14,1689.5
24,14,213.77999999999997
75,23,329.34
17,20,251.69999999999993
7,13,319.0
32,67,1266.97
21,101,1538.88
31,229,3518.0299999999997
28,104,1715.46
21,5,293.1
32,144,2467.35
284,10,158.68
38,12,206.33999999999997
57,54,835.7800000000002
289,16,224.91
78,15,317.76
5,86,3766.5999999999995
217,4,59.9
44,63,1443.69
201,15,306.13
178,80,711.79
56,128,796.03
57,23,239.91999999999996
7,73,3347.31
46,2,144.0
226,10,203.95
11,84,2474.23
106,61,384.40000000000003
58,19,444.74
28,237,2095.13
35,32,1699.3000000000002
273,29,262.62
29,29,1013.01
23,96,692.2199999999999
53,40,342.63
35,152,3563.8499999999995
175,57,1564.56
53,13,384.08
53,7,204.24
26,211,2317.2200000000003
253,4,226.85
40,157,2781.2300000000005
60,103,1069.1200000000001
234,9,113.49999999999999
4,274,1960.7199999999998
31,25,114.23
24,472,3198.25
7,63,335.13000000000005
65,28,354.15
310,49,426.79
308,21,393.48999999999995
18,47,939.3199999999999
15,208,1906.09
96,47,318.76000000000005
264,69,3638.41
12,541,3174.32
2,36,421.52
35,25,190.88
182,14,149.89
25,29,550.0600000000002
12,105,916.1300000000001
11,19,314.69
2,566,3744.65
312,15,382.50000000000006
108,40,1135.04
1,400,8676.849999999999
53,31,954.9
204,9,171.45
15,55,282.19
120,69,318.65000000000003
3,57,384.52
362,39,283.28
116,87,353.85999999999996
18,18,178.26
4,112,272.44
40,78,298.41
107,16,240.0
148,124,603.37
52,12,1253.3600000000001
208,23,63.440000000000005
138,127,562.9000000000002
2,80,310.64
127,38,317.61999999999995
107,6,763.64
42,114,2148.6300000000006
35,27,111.98000000000002
227,69,1065.3500000000001
241,15,246.04000000000002
57,9,187.82999999999998
130,94,1703.4100000000003
60,292,1652.58
21,45,153.92000000000002
26,124,1064.1100000000001
9,142,1419.73
31,111,944.4100000000001
3,102,525.24
308,1,550.8000000000001
8,135,1875.1100000000001
28,69,556.95
17,51,131.78
101,30,498.42
11,57,669.1099999999999
21,66,197.63000000000002
14,79,1135.63
361,53,250.03999999999996
10,66,8631.310000000001
95,12,82.75
78,55,1384.85
138,14,644.3
31,24,2328.84
24,131,2527.92
1,473,6292.26
46,9,2600.34
100,73,1200.6200000000001
8,107,700.8599999999999
15,200,921.0699999999999
17,50,990.2299999999999
280,6,96.8
14,33,523.11
22,6,363.9
123,1,175.2
85,28,494.25
302,11,307.02000000000004
151,543,2027.87
17,753,6643.93
94,9,243.36
29,407,12353.29
156,183,781.3599999999999
355,17,193.64
46,32,160.57000000000002
15,87,537.7400000000001
3,500,2676.56
86,1,228.96
14,215,1159.5199999999998
179,9,110.75
8,71,1286.0700000000002
36,27,587.15
129,8,1740.0
50,16,1393.06
311,19,178.21999999999997
24,45,388.13999999999993
303,59,365.84999999999997
11,15,127.85999999999999
17,132,585.7900000000001
49,29,488.20000000000005
239,35,312.22999999999996
0,411,4481.18
12,468,4801.5599999999995
238,34,168.39999999999998
23,111,1912.6700000000003
72,33,446.17999999999995
17,87,423.88999999999993
40,253,1342.68
40,57,646.9200000000001
218,28,495.7699999999999
199,69,400.09999999999997
70,24,203.2
23,418,4100.92
11,83,404.66
8,109,20275.61
65,2,65.4
4,51,199.28999999999996
19,15,336.4
14,47,261.11
7,28,2686.4200000000005
19,78,784.1099999999999
77,15,1259.5600000000002
0,213,31833.68
163,3,508.8
306,62,457.90999999999997
219,4,203.86999999999995
39,27,7330.8
22,92,696.4100000000001
114,38,653.38
126,213,2129.96
4,59,2633.8499999999995
36,33,281.62
4,198,31906.819999999996
1,82,1031.41
333,113,2200.42
163,2,32.65
184,13,771.8499999999999
16,64,1214.72
12,41,778.9399999999999
2,66,1258.0600000000002
43,6,778.0
79,14,507.8399999999999
29,269,6893.42
42,30,463.46
11,206,4226.57
50,30,598.83
16,117,1979.3700000000001
46,26,698.41
19,43,759.1700000000001
8,271,5037.26
71,2,100.8
0,328,17256.85
128,39,524.9200000000001
32,14,265.76000000000005
313,43,403.3
18,48,365.76
88,54,303.15999999999997
2,134,2373.8199999999997
1,9,216.3
253,17,388.45000000000005
156,5,186.42
36,135,2248.56
219,1,534.24
147,135,2940.04
176,9,120.90000000000002
40,36,541.53
2,277,2520.86
8,337,194550.78999999998
1,100,1721.4
17,19,486.71999999999997
192,61,517.53
203,8,131.7
365,17,249.86
126,19,1737.7
15,54,316.49999999999994
43,111,657.3
94,29,622.43
22,111,757.4599999999999
60,27,675.6899999999999
16,215,1896.41
158,9,289.96000000000004
10,41,763.28
10,5,137.0
16,88,1870.9700000000003
44,78,1125.0700000000002
191,181,710.29
79,14,194.36999999999995
77,29,511.82
3,82,1255.59
65,21,414.04
261,24,396.87
58,29,376.63999999999993
0,76,2092.32
1,109,3558.8700000000003
248,12,374.57
7,27,497.56000000000006
358,10,271.05
75,17,272.22
289,40,622.88
17,5,1138.0
220,18,288.59999999999997
9,28,689.0999999999999
2,38,558.9599999999999
206,127,2997.03
161,52,1145.84
75,14,302.20000000000005
261,88,605.58
280,22,387.31
57,366,6115.139999999999
24,20,308.48
2,963,91062.38
28,105,2924.99
72,6,513.2
128,40,208.65
31,87,639.02
15,137,768.08
308,11,153.94
17,82,1844.02
53,30,546.81
29,45,723.21
1,73,1070.71
11,33,652.74
361,6,145.0
359,9,422.7
4,19,1195.9
53,47,939.37
1,253,3628.5
1,394,2385.0
190,14,296.7
53,9,223.36
280,13,164.39999999999998
177,3,76.5
29,75,897.62
25,9,98.42
24,25,578.9
269,25,170.75
43,145,645.96
233,5,103.3
23,6,148.86
197,42,267.1600000000001
359,43,306.84000000000003
60,49,930.41
129,2,1487.6
1,88,1952.4499999999998
19,106,483.26
205,6,157.9
14,34,541.4599999999999
94,27,854.9500000000002
19,46,167.61999999999998
14,63,1122.3799999999999
24,49,454.01
8,152,901.2099999999999
7,165,4331.48
332,29,344.13999999999993
50,299,1498.51
71,12,226.75
29,25,380.59999999999997
242,8,185.64999999999998
8,411,3622.68
218,5,143.45999999999998
4,50,448.8999999999999
252,45,215.71999999999997
0,440,11045.039999999999
236,29,175.27
7,35,1242.3000000000002
109,214,1133.07
100,23,1240.2
60,253,2404.17
2,201,1479.22
73,166,2225.9700000000003
3,213,3927.3400000000006
85,50,993.1800000000001
12,83,388.78999999999996
23,270,2827.9300000000003
213,55,2044.37
17,13,161.67000000000002
239,9,116.00999999999999
2,560,5102.97
78,11,394.71999999999997
217,63,309.35999999999996
33,59,193.42000000000002
40,237,1112.2199999999998
7,576,3984.22
53,135,2048.45
22,312,4559.150000000001
57,100,390.07000000000005
130,14,329.6000000000001
173,3,571.2
5,78,971.5800000000002
312,77,218.51999999999995
59,4,81.44
21,26,1379.8999999999999
32,33,527.0500000000001
14,50,843.48
18,315,2047.0
81,5,75.75000000000001
5,123,1814.12
169,26,503.59999999999997
1,39,528.3300000000002
31,70,1324.8400000000001
36,297,2361.9700000000003
19,20,285.55999999999995
31,35,547.0600000000001
276,7,108.5
86,5,621.6600000000001
119,40,712.29
373,8,101.55
1,157,2895.64
219,51,1008.39
65,7,133.06
60,91,1797.5
138,52,868.49
21,8,166.07999999999998
11,232,3945.0
25,259,4867.72
36,44,1207.56
277,22,117.55000000000001
10,91,2638.9400000000005
73,82,1674.6900000000003
25,19,595.42
17,158,2999.46
141,45,196.0
25,86,1802.9100000000003
18,43,604.64
3,18,728.1599999999999
66,117,2055.51
1,15,347.75
42,68,3406.72
227,11,205.7
15,53,1572.7100000000003
50,110,3178.17
1,227,1629.12
74,27,551.0400000000001
1,705,20374.28
4,78,1387.68
1,304,16363.23
263,16,298.11
52,30,1992.1100000000001
23,11,184.39999999999998
10,118,2474.3299999999995
43,15,239.41
16,130,3191.53
7,286,5739.460000000001
30,256,4757.95
358,19,290.4
127,46,740.9399999999998
137,16,200.46999999999997
141,15,283.12
131,35,765.3400000000001
38,115,2285.7100000000005
236,19,338.95000000000005
260,8,154.95
16,142,2534.64
252,24,417.95000000000005
30,74,1824.37
35,55,798.74
168,31,885.1899999999999
3,103,1823.52
4,382,10504.49
185,5,152.39999999999998
187,35,267.08000000000004
169,7,137.45
10,23,385.1
44,29,522.91
320,10,153.0
200,1,326.4
22,245,5655.99
232,6,139.35
37,274,5396.04
26,50,1195.94
96,115,2424.04
127,10,3276.4
71,40,1033.0
16,192,3439.08
15,66,1060.25
3,165,2876.01
3,218,5298.48
79,67,1240.11
372,18,303.96999999999997
38,35,692.1899999999999
53,43,700.63
2,690,13110.02
9,25,377.44
9,10,168.24
19,97,1879.05
11,47,2791.3500000000004
113,15,355.11
3,136,2322.4
240,6,110.25000000000001
112,1,71.4
178,35,674.52
5,193,1797.5700000000002
359,1,80.64
0,92,1772.2599999999998
1,741,5605.290000000001
19,412,3456.7
17,95,834.99
21,25,287.59000000000003
32,19,712.78
263,1,15.0
50,75,818.82
158,57,371.88
15,21,271.20000000000005
8,105,2273.18
12,310,3997.9800000000005
198,38,1143.2699999999998
56,54,245.81000000000003
10,53,182.76999999999998
96,156,1225.4099999999999
254,3,56.4
24,194,665.8600000000001
21,82,658.57
159,12,188.01999999999998
72,67,283.4699999999999
53,13,131.94
85,72,278.74
152,134,1865.19
73,5,1117.9
281,14,225.9
26,190,1965.5500000000002
29,10,106.1
25,58,323.04
179,46,350.38999999999993
40,82,697.9000000000001
22,111,780.4300000000002
22,408,3055.9300000000003
37,104,1199.01
82,140,1285.04
73,10,512.31
11,43,546.04
16,61,5411.91
4,851,7837.7300000000005
12,141,732.1599999999999
14,371,1770.8799999999999
36,17,36.559999999999995
4,33,387.68
71,48,3704.87
51,13,298.4
5,220,1995.46
22,67,1820.0900000000001
298,30,889.24
1,23,398.69999999999993
33,2,35.400000000000006
49,61,155.37000000000003
2,61,350.63999999999993
47,24,110.21
42,169,1593.38
26,121,2779.3
42,56,338.79999999999995
1,7847,40991.57
303,37,205.48000000000002
106,5,51.56
85,1,2033.1
81,51,901.2
